lambda,epsilon,S(epsilon),E_disc,lambda*E_disc,L(epsilon)
1e+19,0.0013235462760443923,6.628763243169706,2.743760396811705e-20,0.27437603968117047,6.354387203488535
1e+19,0.0013639002490846684,6.598769824386674,2.7313264373095375e-20,0.27313264373095375,6.325637180655721
1e+19,0.0014054845857092116,6.568777632617142,2.7188924778073695e-20,0.271889247780737,6.296888384836405
1e+19,0.0014483367988178757,6.5387867051668325,2.7064585183052018e-20,0.2706458518305202,6.2681408533363125
1e+19,0.0014924955450518291,6.508797080472405,2.6940245588030338e-20,0.26940245588030337,6.2393946245921015
1e+19,0.001538000659665393,6.478808798135537,2.6815905993008657e-20,0.2681590599300866,6.210649738205451
1e+19,0.001584893192461114,6.4488218989580215,2.6691566397986977e-20,0.26691566397986977,6.181906234978152
1e+19,0.0016332154448204625,6.4188364249779,2.65672268029653e-20,0.265672268029653,6.153164156948247
1e+19,0.0016830110078635784,6.388852419506679,2.644288720794362e-20,0.2644288720794362,6.124423547427243
1e+19,0.0017343248017724637,6.358869927167654,2.6318547612921946e-20,0.26318547612921944,6.0956844510384345
1e+19,0.0017872031163131358,6.328888993935356,2.6194208017900266e-20,0.26194208017900267,6.066946913756354
1e+19,0.001841693652593245,6.298909667176184,2.6069868422878586e-20,0.26069868422878584,6.0382109829473976
1e+19,0.0018978455660928718,6.268931995690229,2.5945528827856908e-20,0.25945528827856906,6.00947670741166
1e+19,0.0019557095110072924,6.2389560297543465,2.5821189232835234e-20,0.25821189232835234,5.980744137425994
1e+19,0.002015337685941733,6.208981821166486,2.5696849637813554e-20,0.25696849637813557,5.95201332478835
1e+19,0.002076783880999304,6.179009423291354,2.5572510042791877e-20,0.2557251004279188,5.923284322863435
1e+19,0.0021401035263046396,6.149038891107399,2.5448170447770197e-20,0.25448170447770196,5.894557186629697
1e+19,0.0022053537420069604,6.119070281255205,2.5323830852748517e-20,0.2532383085274852,5.86583197272772
1e+19,0.002272593389807714,6.089103652087285,2.5199491257726837e-20,0.25199491257726836,5.8371087395100165
1e+19,0.0023418831260592437,6.059139063719369,2.507515166270516e-20,0.2507515166270516,5.808387547092318
1e+19,0.0024132854564824116,6.029176578083166,2.495081206768348e-20,0.24950812067683478,5.7796684574063315
1e+19,0.002486864792552498,5.999216258980706,2.4826472472661805e-20,0.24826472472661806,5.750951534254088
1e+19,0.002562687509604299,5.9692581721402505,2.4702132877640122e-20,0.24702132877640123,5.7222368433638495
1e+19,0.002640822006708773,5.939302385273854,2.4577793282618442e-20,0.24577793282618443,5.69352445244767
1e+19,0.002721338768375309,5.909348968136605,2.4453453687596762e-20,0.24453453687596763,5.664814431260638
1e+19,0.002804310428135237,5.879397992587594,2.432911409257509e-20,0.2432911409257509,5.636106851661843
1e+19,0.0028898118340639728,5.8494495326526605,2.420477449755341e-20,0.2420477449755341,5.6074017876771265
1e+19,0.002977920116300851,5.819503664588972,2.4080434902531736e-20,0.24080434902531736,5.578699315563655
1e+19,0.003068714756627635,5.789560466951474,2.3956095307510056e-20,0.23956095307510056,5.549999513876373
1e+19,0.0031622776601683794,5.759620020661271,2.3831755712488376e-20,0.23831755712488376,5.521302463536387
1e+19,0.0032586932292754064,5.729682409075997,2.3707416117466693e-20,0.23707416117466693,5.492608247901329
1e+19,0.0033580484396679893,5.699747718062208,2.358307652244502e-20,0.23583076522445018,5.463916952837758
1e+19,0.0034604329188924715,5.669816036069883,2.345873692742334e-20,0.23458736927423338,5.435228666795649
1e+19,0.003565939027174542,5.6398874542090605,2.3334397332401662e-20,0.23334397332401663,5.406543480885044
1e+19,0.003674661940736688,5.609962066328686,2.321005773737998e-20,0.23210057737379983,5.377861488954887
1e+19,0.0037866997376558857,5.580039969097733,2.30857181423583e-20,0.23085718142358302,5.34918278767415
1e+19,0.003902153486339068,5.550121262088635,2.296137854733662e-20,0.22961378547336622,5.320507476615269
1e+19,0.004021127336696125,5.520206047863127,2.2837038952314947e-20,0.22837038952314948,5.291835658339977
1e+19,0.004143728614092727,5.490294432060511,2.2712699357293267e-20,0.22712699357293267,5.263167438487579
1e+19,0.004270067916167655,5.460386523488477,2.2588359762271593e-20,0.22588359762271593,5.234502925865761
1e+19,0.004400259212602087,5.430482434216466,2.2464020167249913e-20,0.22464020167249912,5.205842232543967
1e+19,0.004534419947930711,5.400582279671713,2.2339680572228232e-20,0.22339680572228232,5.177185473949431
1e+19,0.0046726711474875254,5.370686178738003,2.2215340977206552e-20,0.22215340977206552,5.1485327689659375
1e+19,0.004815137526581825,5.340794253857207,2.2091001382184878e-20,0.22091001382184877,5.119884240035359
1e+19,0.004961947603002903,5.310906631133687,2.1966661787163198e-20,0.21966661787163197,5.0912400132620546
1e+19,0.005113233812954905,5.281023440441643,2.184232219214152e-20,0.21842322192141522,5.062600218520228
1e+19,0.005269132630526506,5.251144815535453,2.1717982597119844e-20,0.21717982597119845,5.033964989564255
1e+19,0.005429784690803076,5.221270894163116,2.1593643002098164e-20,0.21593643002098165,5.005334464142134
1e+19,0.005595334916732486,5.191401818182837,2.1469303407076484e-20,0.21469303407076484,4.9767087841120725
1e+19,0.005765932649858944,5.16153773368288,2.1344963812054806e-20,0.21344963812054807,4.948088095562332
1e+19,0.005941731785042835,5.131678791104708,2.1220624217033126e-20,0.21220624217033127,4.919472548934377
1e+19,0.0061228909092880136,5.1018251453695616,2.109628462201145e-20,0.2109628462201145,4.890862299149447
1e+19,0.00630957344480193,5.071976956008489,2.097194502698977e-20,0.2097194502698977,4.862257505738591
1e+19,0.006501947796417459,5.042134387295971,2.0847605431968092e-20,0.20847605431968091,4.83365833297629
1e+19,0.006700187503509591,5.01229760838718,2.0723265836946412e-20,0.2072326583694641,4.805064950017716
1e+19,0.006904471396543907,4.982466793458995,2.0598926241924735e-20,0.20598926241924734,4.776477531039748
1e+19,0.007114983758398155,4.952642121854823,2.0474586646903054e-20,0.20474586646903054,4.747896255385792
1e+19,0.007331914490602317,4.922823778233366,2.035024705188138e-20,0.20350247051881382,4.719321307714552
1e+19,0.007555459284647329,4.893011952721356,2.02259074568597e-20,0.202259074568597,4.690752878152758
1e+19,0.00778581979851677,4.863206841070422,2.010156786183802e-20,0.2010156786183802,4.662191162452042
1e+19,0.008023203838600963,4.833408644818118,1.997722826681634e-20,0.1997722826681634,4.633636362149955
1e+19,0.00826782554715744,4.803617571453243,1.9852888671794666e-20,0.19852888671794666,4.605088684735296
1e+19,0.008519905595487022,4.773833834585523,1.9728549076772986e-20,0.19728549076772986,4.576548343817794
1e+19,0.008779671382999576,4.744057654119776,1.9604209481751308e-20,0.19604209481751309,4.548015559302263
1e+19,0.009047357242349292,4.714289256434616,1.9479869886729628e-20,0.19479869886729628,4.51949055756732
1e+19,0.009323204650824249,4.684528874565829,1.935553029170795e-20,0.1935553029170795,4.490973571648749
1e+19,0.009607462448181182,4.654776748394491,1.923119069668627e-20,0.1923119069668627,4.462464841427629
1e+19,0.00990038706112185,4.62503312483993,1.9106851101664594e-20,0.19106851101664593,4.433964613823283
1e+19,0.01020224273461356,4.595298258057627,1.8982511506642914e-20,0.18982511506642913,4.405473142991198
1e+19,0.010513301770262386,4.565572409642164,1.8858171911621234e-20,0.18858171911621233,4.376990690525952
1e+19,0.010833844771954322,4.5358558488352845,1.8733832316599556e-20,0.18733832316599555,4.348517525669289
1e+19,0.011164160898985859,4.50614885273919,1.8609492721577876e-20,0.18609492721577878,4.320053925523411
1e+19,0.01150454812691221,4.476451706535156,1.84851531265562e-20,0.184851531265562,4.291600175269593
1e+19,0.011855313516348736,4.44676470370755,1.8360813531534525e-20,0.18360813531534526,4.263156568392205
1e+19,0.012216773489967919,4.41708814627336,1.8236473936512842e-20,0.18236473936512843,4.234723406908232
1e+19,0.012589254117941675,4.387422345017317,1.8112134341491162e-20,0.18112134341491162,4.206301001602405
1e+19,0.012973091412086699,4.357767619732692,1.7987794746469488e-20,0.17987794746469488,4.177889672267997
1e+19,0.013368631628978098,4.328124299467869,1.7863455151447807e-20,0.17863455151447807,4.149489747953391
1e+19,0.013776231582304618,4.298492722778779,1.7739115556426127e-20,0.17739115556426127,4.1211015672145175
1e+19,0.014196258964747476,4.268873237987252,1.7614775961404453e-20,0.17614775961404452,4.092725478373207
1e+19,0.01462909267967306,4.239266203445404,1.7490436366382773e-20,0.17490436366382772,4.064361839781577
1e+19,0.015075123182938552,4.209671987806107,1.7366096771361093e-20,0.17366096771361092,4.036011020092497
1e+19,0.015534752835119101,4.180090970299629,1.7241757176339416e-20,0.17241757176339415,4.007673398536235
1e+19,0.01600839626447415,4.150523541016506,1.711741758131774e-20,0.1711741758131774,3.9793493652033285
1e+19,0.016496480740980205,4.120970101196715,1.699307798629606e-20,0.1699307798629606,3.951039321333754
1e+19,0.016999446561767738,4.091431063525208,1.686873839127438e-20,0.16868738391274382,3.9227436796124646
1e+19,0.01751774744830977,4.0619068524338555,1.67443987962527e-20,0.16744398796252702,3.8944628644713286
1e+19,0.01805185095572032,4.032397904409856,1.662005920123102e-20,0.16620059201231022,3.8661973123975457
1e+19,0.018602238894532205,4.002904668310645,1.6495719606209347e-20,0.16495719606209347,3.8379474722485516
1e+19,0.019169407765334556,3.9734276056853477,1.6371380011187667e-20,0.16371380011187667,3.809713805573471
1e+19,0.01975386920666194,3.9439671911027996,1.6247040416165987e-20,0.16247040416165986,3.7814967869411396
1e+19,0.020356150456539476,3.914523912486148,1.6122700821144313e-20,0.16122700821144312,3.7532969042747046
1e+19,0.020976794828100137,3.8850982714540527,1.599836122612263e-20,0.1599836122612263,3.7251146591928266
1e+19,0.021616362199703087,3.855690783668488,1.587402163110095e-20,0.15874021631100949,3.6969505673574785
1e+19,0.022275429519995563,3.82630197918913,1.5749682036079275e-20,0.15749682036079274,3.6688051588283375
1e+19,0.022954591328373734,3.796932402834307,1.5625342441057595e-20,0.15625342441057596,3.6406789784237312
1e+19,0.02365446029131184,3.767582614548497,1.5501002846035915e-20,0.15501002846035916,3.6125725860881377
1e+19,0.024375667755043816,3.738253189776303,1.537666325101424e-20,0.15376663251014241,3.5844865572661604
1e+19,0.025118864315095794,3.708944719842862,1.525232365599256e-20,0.1525232365599256,3.5564214832829366
1e+19,0.025884720403183015,3.679657812340618,1.512798406097088e-20,0.1512798406097088,3.5283779717309094
1e+19,0.026673926892001012,3.6503930915223557,1.5003644465949203e-20,0.15003644465949204,3.5003566468628637
1e+19,0.02748719571845649,3.6211511987003924,1.4879304870927523e-20,0.14879304870927523,3.472358149991117
1e+19,0.02832526052589978,3.591932792651819,1.4754965275905846e-20,0.14754965275905846,3.4443831398927607
1e+19,0.02918887732593875,3.5627385500296276,1.463062568088417e-20,0.14630625680884168,3.416432293220786
1e+19,0.03007882518043099,3.5335691657795683,1.450628608586249e-20,0.14506286085862488,3.388506304920943
1e+19,0.03099590690426912,3.504425353562567,1.438194649084081e-20,0.14381946490840808,3.360605888654159
1e+19,0.031940949789593845,3.475307846182473,1.4257606895819135e-20,0.14257606895819133,3.3327317772242817
1e+19,0.03291480635208769,3.44621739601892,1.4133267300797454e-20,0.14133267300797456,3.3048847230109457
1e+19,0.03391835510002248,3.417154775465055,1.4008927705775774e-20,0.14008927705775776,3.277065498407297
1e+19,0.034952501326754724,3.388120777369826,1.38845881107541e-20,0.138845881107541,3.249274896262285
1e+19,0.036018177927383696,3.359116215484542,1.376024851573242e-20,0.1376024851573242,3.2215137303272177
1e+19,0.03711634624030848,3.3301419249133657,1.3635908920710737e-20,0.13635908920710738,3.1937828357062585
1e+19,0.038247996914443826,3.3011987625673505,1.3511569325689063e-20,0.13511569325689063,3.16608306931046
1e+19,0.03941415080287675,3.272287607621637,1.3387229730667383e-20,0.13387229730667383,3.1384153103149632
1e+19,0.0406158598837698,3.2434093619753726,1.3262890135645704e-20,0.13262890135645705,3.1107804606189156
1e+19,0.041854208209342283,3.2145649507138705,1.3138550540624028e-20,0.13138550540624028,3.08317944530763
1e+19,0.04313031288378535,3.1857553225725033,1.3014210945602348e-20,0.13014210945602347,3.0556132131164797
1e+19,0.0444453250709925,3.1569814504018012,1.2889871350580668e-20,0.12889871350580667,3.0280827368959944
1e+19,0.04580043103301552,3.1282443316331374,1.2765531755558992e-20,0.12765531755558993,3.0005890140775473
1e+19,0.04719685320018228,3.0995449887443898,1.2641192160537314e-20,0.12641192160537315,2.973133067139017
1e+19,0.04863585127384103,3.0708844697249056,1.2516852565515634e-20,0.12516852565515635,2.9457159440697493
1e+19,0.0501187233627272,3.04226384853904,1.2392512970493958e-20,0.12392512970493957,2.9183387188341006
1e+19,0.05164680715397711,3.0136842255875056,1.2268173375472278e-20,0.12268173375472277,2.891002491832783
1e+19,0.05322148111984462,2.9851467281657253,1.2143833780450596e-20,0.12143833780450596,2.8637083903612193
1e+19,0.05484416576121015,2.9566525109183086,1.201949418542892e-20,0.12019494185428921,2.8364575690640192
1e+19,0.05651632488900339,2.928202756288746,1.189515459040724e-20,0.1189515459040724,2.809251210384674
1e+19,0.05823946694469523,2.899798674963346,1.1770814995385563e-20,0.11770814995385563,2.7820905250094907
1e+19,0.06001514636105094,2.871441506308387,1.1646475400363888e-20,0.11646475400363887,2.7549767523047484
1e+19,0.06184496496437186,2.843132518799395,1.1522135805342206e-20,0.11522135805342205,2.727911160745973
1e+19,0.0637305734194898,2.8148730104414295,1.1397796210320526e-20,0.11397796210320525,2.700895048338224
1e+19,0.06567367271881884,2.7866643091791463,1.1273456615298852e-20,0.11273456615298852,2.6739297430261577
1e+19,0.06767601571680733,2.758507773295396,1.1149117020277172e-20,0.11149117020277172,2.647016603092624
1e+19,0.0697394087111735,2.730404791797041,1.1024777425255491e-20,0.11024777425255491,2.620157017544486
1e+19,0.07186571307235257,2.7023567847865926,1.0900437830233816e-20,0.10900437830233815,2.5933524064842546
1e+19,0.07405684692262435,2.6743652038182257,1.0776098235212136e-20,0.10776098235212135,2.5666042214661045
1e+19,0.07631478686643581,2.6464315322366767,1.0651758640190455e-20,0.10651758640190455,2.539913945834772
1e+19,0.07864156977348036,2.6185572854974275,1.052741904516878e-20,0.1052741904516878,2.5132830950457397
1e+19,0.08103929461614214,2.5907440114665543,1.04030794501471e-20,0.104030794501471,2.486713216965083
1e+19,0.08351012436296183,2.56299329069854,1.027873985512542e-20,0.1027873985512542,2.4602058921472856
1e+19,0.08605628792983362,2.535306736690279,1.0154400260103744e-20,0.10154400260103744,2.4337627340892416
1e+19,0.08868008219069283,2.507685996109448,1.0030060665082065e-20,0.10030060665082065,2.4073853894586277
1e+19,0.09138387404950712,2.48013274899537,9.905721070060385e-21,0.09905721070060385,2.381075538294766
1e+19,0.09417010257544203,2.4526487089304005,9.78138147503871e-21,0.0978138147503871,2.3548348941800135
1e+19,0.09704128120312615,2.4252356231798498,9.657041880017028e-21,0.09657041880017028,2.3286652043796794
1e+19,0.1,2.3978952727983707,9.53270228499535e-21,0.0953270228499535,2.302568249948417
1e+19,0.10304892800279562,2.370629472700696,9.408362689973674e-21,0.09408362689973673,2.276545845800959
1e+19,0.10619081562525366,2.343440071694561,9.284023094951995e-21,0.09284023094951994,2.2505998407450414
1e+19,0.1094284971392492,2.3163289524736057,9.159683499930313e-21,0.09159683499930313,2.2247321174743027
1e+19,0.11276489323156617,2.2892980315679887,9.035343904908638e-21,0.09035343904908638,2.1989445925189024
1e+19,0.11620301363862609,2.262349259250426,8.911004309886959e-21,0.08911004309886959,2.1732392161515564
1e+19,0.1197459598615467,2.2354846193953386,8.786664714865279e-21,0.08786664714865279,2.1476179722466857
1e+19,0.1233969279639818,2.208706129288737,8.662325119843603e-21,0.08662325119843603,2.1220828780903007
1e+19,0.12715921145526532,2.1820158393864784,8.537985524821923e-21,0.08537985524821923,2.096635984138259
1e+19,0.13103620426145912,2.1554158330185165,8.413645929800243e-21,0.08413645929800243,2.071279373720514
1e+19,0.13503140378698722,2.1289082260367342,8.289306334778567e-21,0.08289306334778568,2.0460151626889487
1e+19,0.13914841406961684,2.102495166403977,8.164966739756889e-21,0.08164966739756889,2.020845499006408
1e+19,0.14339094903163152,2.0761788337219076,8.040627144735209e-21,0.08040627144735209,1.9957725622745555
1e+19,0.14776283583013133,2.049961438695319,7.916287549713533e-21,0.07916287549713533,1.9707985631981835
1e+19,0.15226801830948128,2.0238452225305723,7.791947954691853e-21,0.07791947954691852,1.9459257429836538
1e+19,0.1569105605590212,1.9978324562658885,7.667608359670173e-21,0.07667608359670172,1.9211563726691867
1e+19,0.16169465057924876,1.9719254400312454,7.543268764648497e-21,0.07543268764648497,1.8964927523847603
1e+19,0.1666246040597822,1.9461265022357188,7.418929169626817e-21,0.07418929169626817,1.8719372105394507
1e+19,0.1717048682725084,1.9204379986801934,7.294589574605137e-21,0.07294589574605137,1.847492102934142
1e+19,0.1769400260834322,1.8948623115934302,7.170249979583461e-21,0.07170249979583461,1.8231598117975956
1e+19,0.18233480008684405,1.8694018485896167,7.045910384561782e-21,0.07045910384561782,1.7989427447439987
1e+19,0.18789405686553343,1.844059041545641,6.921570789540102e-21,0.06921570789540102,1.77484333365024
1e+19,0.1936228113808954,1.8188363453964498,6.797231194518427e-21,0.06797231194518427,1.7508640334512655
1e+19,0.1995262314968879,1.7937362368470233,6.6728915994967466e-21,0.06672891599496747,1.7270073208520558
1e+19,0.20560964264191953,1.7687612129996781,6.5485520044750664e-21,0.06548552004475067,1.7032756929549275
1e+19,0.211878532612877,1.7439137898955555,6.424212409453391e-21,0.0642421240945339,1.6796716658010216
1e+19,0.21833855652562367,1.7191965009693988,6.2998728144317114e-21,0.06299872814431712,1.6561977728250816
1e+19,0.2249955419164334,1.6946118954169285,6.1755332194100305e-21,0.06175533219410031,1.6328565632228282
1e+19,0.2318554939989653,1.6701625364743418,6.051193624388356e-21,0.060511936243883555,1.6096506002304583
1e+19,0.2389246010815201,1.6458509996097426,5.926854029366676e-21,0.05926854029366676,1.5865824593160758
1e+19,0.24620924014946255,1.6216798706265738,5.802514434344995e-21,0.05802514434344996,1.563654726283124
1e+19,0.25371598261784983,1.5976517436793911,5.67817483932332e-21,0.056781748393233196,1.540869995286158
1e+19,0.2614516002594538,1.5737692192026371,5.55383524430164e-21,0.0555383524430164,1.5182308667596207
1e+19,0.26942307131352183,1.5500349017534025,5.42949564927996e-21,0.054294956492799605,1.4957399452606028
1e+19,0.2776375867807918,1.5264513977694554,5.3051560542582846e-21,0.053051560542582844,1.4733998372268726
1e+19,0.2861025569104376,1.503021313244203,5.180816459236605e-21,0.05180816459236605,1.451213148651837
1e+19,0.29482561788479456,1.4797472513205985,5.056476864214925e-21,0.05056476864214925,1.4291824826784492
1e+19,0.30381463870789926,1.456631809806356,4.9321372691932494e-21,0.04932137269193249,1.4073104371144234
1e+19,0.31307772830405706,1.4336775786132376,4.807797674171569e-21,0.04807797674171569,1.385599601871522
1e+19,0.32262324283283617,1.4108871371235638,4.683458079149889e-21,0.04683458079149889,1.364052556332065
